Account Number,First Name,Last Name,TAG ID,Posting Date,Exit Date,Lane,Direction,Plaza,License Plate,State,Collection Type,Amount,Agency
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:00:00,,,Plaza-Lively Boulevard-Lane 53,AAA0035,SC,VIDEO TOLL,-$1.86,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:01:00,,,Plaza-Lively Boulevard-Lane 53,AAA0041,HI,VIDEO TOLL,-$1.11,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:02:00,,,Plaza-Lively Boulevard-Lane 53,AAA0083,MT,VIDEO TOLL,-$1.64,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:03:00,,,Plaza-Lively Boulevard-Lane 53,AAA0034,LA,VIDEO TOLL,-$1.28,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:04:00,,,Plaza-Lively Boulevard-Lane 53,AAA0078,KS,VIDEO TOLL,-$0.79,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:05:00,,,Plaza-Lively Boulevard-Lane 53,AAA0073,CA,VIDEO TOLL,-$2.03,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:06:00,,,Plaza-Lively Boulevard-Lane 53,AAA0010,GA,VIDEO TOLL,-$2.39,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:07:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0009,NE,VIDEO TOLL,-$0.56,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:08:00,,,Plaza-Lively Boulevard-Lane 53,AAA0047,OR,VIDEO TOLL,-$0.70,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:09:00,,,Plaza-Lively Boulevard-Lane 53,AAA0048,OH,VIDEO TOLL,-$1.38,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:10:00,,,Plaza-Lively Boulevard-Lane 53,AAA0005,MD,VIDEO TOLL,-$1.78,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:11:00,,,Plaza-Lively Boulevard-Lane 53,AAA0089,OR,VIDEO TOLL,-$2.44,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:12:00,,,Plaza-Lively Boulevard-Lane 53,AAA0027,ND,VIDEO TOLL,-$1.15,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:13:00,,,Plaza-Lively Boulevard-Lane 53,AAA0071,GA,VIDEO TOLL,-$0.89,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:14:00,,,Plaza-Lively Boulevard-Lane 53,AAA0005,FL,VIDEO TOLL,-$1.41,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:15:00,,,Plaza-Lively Boulevard-Lane 53,AAA0017,AL,VIDEO TOLL,-$2.15,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:16:00,,,Plaza-Lively Boulevard-Lane 53,AAA0078,NJ,VIDEO TOLL,-$1.30,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:17:00,,,Plaza-Lively Boulevard-Lane 53,AAA0076,SC,VIDEO TOLL,-$0.68,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:18:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0008,LA,VIDEO TOLL,-$1.92,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:19:00,,,Plaza-Lively Boulevard-Lane 53,AAA0001,NE,VIDEO TOLL,-$1.72,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:20:00,,,Plaza-Lively Boulevard-Lane 53,AAA0071,WV,VIDEO TOLL,-$1.55,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:21:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0001,IL,VIDEO TOLL,-$0.91,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:22:00,,,Plaza-Lively Boulevard-Lane 53,AAA0050,NE,VIDEO TOLL,-$1.94,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:23:00,,,Plaza-Lively Boulevard-Lane 53,AAA0032,KY,VIDEO TOLL,-$1.76,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:24:00,,,Plaza-Lively Boulevard-Lane 53,AAA0033,MN,VIDEO TOLL,-$1.26,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:25:00,,,Plaza-Lively Boulevard-Lane 53,AAA0063,PA,VIDEO TOLL,-$0.74,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:26:00,,,Plaza-Lively Boulevard-Lane 53,AAA0040,NY,VIDEO TOLL,-$2.14,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:27:00,,,Plaza-Lively Boulevard-Lane 53,AAA0026,UT,VIDEO TOLL,-$0.61,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:28:00,,,Plaza-Lively Boulevard-Lane 53,AAA0023,TN,VIDEO TOLL,-$2.43,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:29:00,,,Plaza-Lively Boulevard-Lane 53,AAA0081,MO,VIDEO TOLL,-$0.77,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:30:00,,,Plaza-Lively Boulevard-Lane 53,AAA0092,OH,VIDEO TOLL,-$1.21,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:31:00,,,Plaza-Lively Boulevard-Lane 53,AAA0071,MS,VIDEO TOLL,-$0.56,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:32:00,,,Plaza-Lively Boulevard-Lane 53,AAA0026,SD,VIDEO TOLL,-$1.60,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:33:00,,,Plaza-Lively Boulevard-Lane 53,AAA0059,NY,VIDEO TOLL,-$0.88,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:34:00,,,Plaza-Lively Boulevard-Lane 53,AAA0025,FL,VIDEO TOLL,-$1.27,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:35:00,,,Plaza-Lively Boulevard-Lane 53,AAA0025,MS,VIDEO TOLL,-$1.78,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:36:00,,,Plaza-Lively Boulevard-Lane 53,AAA0022,SC,VIDEO TOLL,-$0.65,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:37:00,,,Plaza-Lively Boulevard-Lane 53,AAA0032,LA,VIDEO TOLL,-$1.58,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:38:00,,,Plaza-Lively Boulevard-Lane 53,AAA0052,KY,VIDEO TOLL,-$1.60,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:39:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0001,AZ,VIDEO TOLL,-$1.59,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:40:00,,,Plaza-Lively Boulevard-Lane 53,AAA0069,ND,VIDEO TOLL,-$1.17,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:41:00,,,Plaza-Lively Boulevard-Lane 53,AAB0300,MA,VIDEO TOLL,-$1.51,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:42:00,,,Plaza-Lively Boulevard-Lane 53,AAA0099,IA,VIDEO TOLL,-$0.90,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:43:00,,,Plaza-Lively Boulevard-Lane 53,AAA0088,AR,VIDEO TOLL,-$2.06,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:44:00,,,Plaza-Lively Boulevard-Lane 53,AAA0088,MD,VIDEO TOLL,-$1.09,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:45:00,,,Plaza-Lively Boulevard-Lane 53,AAA0053,TX,VIDEO TOLL,-$2.23,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:46:00,,,Plaza-Lively Boulevard-Lane 53,AAA0014,OH,VIDEO TOLL,-$2.30,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:47:00,,,Plaza-Lively Boulevard-Lane 53,AAA0065,VT,VIDEO TOLL,-$1.92,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:48:00,,,Plaza-Lively Boulevard-Lane 53,AAA0053,KY,VIDEO TOLL,-$1.17,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:49:00,,,Plaza-Lively Boulevard-Lane 53,AAA0058,MI,VIDEO TOLL,-$1.19,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:50:00,,,Plaza-Lively Boulevard-Lane 53,AAA0005,IN,VIDEO TOLL,-$1.14,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:51:00,,,Plaza-Lively Boulevard-Lane 53,AAA0043,NV,VIDEO TOLL,-$1.65,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:52:00,,,Plaza-Lively Boulevard-Lane 53,AAA0001,OR,VIDEO TOLL,-$0.64,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:53:00,,,Plaza-Lively Boulevard-Lane 53,AAA0026,SD,VIDEO TOLL,-$1.87,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:54:00,,,Plaza-Lively Boulevard-Lane 53,AAA0099,MS,VIDEO TOLL,-$0.91,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:55:00,,,Plaza-Lively Boulevard-Lane 53,ZZZ0009,ND,VIDEO TOLL,-$2.12,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:56:00,,,Plaza-Lively Boulevard-Lane 53,AAA0021,UT,VIDEO TOLL,-$0.71,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:57:00,,,Plaza-Lively Boulevard-Lane 53,AAA0067,TN,VIDEO TOLL,-$1.12,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:58:00,,,Plaza-Lively Boulevard-Lane 53,AAA0012,TN,VIDEO TOLL,-$0.93,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 00:59:00,,,Plaza-Lively Boulevard-Lane 53,AAA0033,WV,VIDEO TOLL,-$1.68,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:00:00,,,Plaza-Lively Boulevard-Lane 53,AAA0076,WV,VIDEO TOLL,-$1.01,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:01:00,,,Plaza-Lively Boulevard-Lane 53,AAA0045,FL,VIDEO TOLL,-$1.89,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:02:00,,,Plaza-Lively Boulevard-Lane 53,AAA0096,NJ,VIDEO TOLL,-$2.22,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:03:00,,,Plaza-Lively Boulevard-Lane 53,AAA0050,AL,VIDEO TOLL,-$0.70,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:04:00,,,Plaza-Lively Boulevard-Lane 53,AAA0049,WV,VIDEO TOLL,-$2.10,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:05:00,,,Plaza-Lively Boulevard-Lane 53,AAA0056,CO,VIDEO TOLL,-$0.96,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:06:00,,,Plaza-Lively Boulevard-Lane 53,AAA0085,WV,VIDEO TOLL,-$0.89,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:07:00,,,Plaza-Lively Boulevard-Lane 53,AAA0084,AK,VIDEO TOLL,-$0.91,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:08:00,,,Plaza-Lively Boulevard-Lane 53,AAA0063,OH,VIDEO TOLL,-$0.58,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:09:00,,,Plaza-Lively Boulevard-Lane 53,AAB0300,SC,VIDEO TOLL,-$2.12,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:10:00,,,Plaza-Lively Boulevard-Lane 53,AAA0096,SC,VIDEO TOLL,-$1.90,Benicia
2020221814,Upgrade Technology LLC,,1400529069,2025/09/30 03:12:54,2025/08/27 01:11:00,,,Plaza-Lively Boulevard-Lane 53,AAA0056,CO,VIDEO TOLL,-$1.29,Benicia
